Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone
102,0.932819826930826,86,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - West,2820 N Leavitt St ,,3485528,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'mary crane league - mary crane - west',b'2820 n leavitt st',b'60618',b'3485528'
692,1.0,87,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Family Service Center / Henry Booth,2850 S Michigan Ave ,,9492151,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'henry booth house - family service center / henry booth',b'2850 s michigan ave',b'',b'9492151'
103,0.9819346070573783,88,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - North,2905 N Leavitt St ,,9753322,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'mary crane league - mary crane - north',b'2905 n leavitt st',b'',b'9753322'
107,0.9819346,89,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Near South / Henry Booth,2929 S Wabash Ave ,,7910424,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'henry booth house - near south / henry booth',b'2929 s wabash ave',b'',b'7910424'
108,0.8951744377342243,90,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center 2929,2929 W 19th St ,,5211600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'carole robertson center for learning',b'2929 w 19th st',b'60623',b'5211600'
108,0.8951744377342243,91,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center 2929,2929 W 19th St ,,5211600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'carole robertson center for learning',b'2929 w 19th st',b'60623',b'5211600'
109,0.9819346070573783,92,CPS_Early_Childhood_Portal_scrape.csv, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'boys and girls clubs of chicago - r.e. woods',b'2950 w 25th st',b'',b'8475172'
109,0.9819346070573783,93,CPS_Early_Childhood_Portal_scrape.csv, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'boys and girls clubs of chicago - r.e. woods',b'2950 w 25th st',b'',b'8475172'
104,0.9437389420659583,94,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - East,2974 N Clybourn Ave ,,3485528,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'mary crane league - mary crane - east',b'2974 n clybourn ave',b'60618',b'3485528'
110,0.8837941235788198,95,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Young Scholars Dev. Ins,3038 W 59th St ,,9181944,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'el valor - young scholars dev. ins',b'3038 w 59th st',b'60629',b'9181944'
112,0.9380115193068768,96,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - South Chicago YMCA,3039 E 91st St ,,7219100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'ymca of metropolitan chicago - south chicago ymca',b'3039 e 91st st',b'60617',b'7219100'
117,0.9819346070573783,97,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Rey Gonzalez Children & Family Center,3050 E 92nd St ,,7219311,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'el valor - rey gonzalez children & family center',b'3050 e 92nd st',b'',b'7219311'
120,0.9819346070573783,98,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Lake and Pulaski,316 N Pulaski Rd ,,2653830,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'bethel new life - lake and pulaski',b'316 n pulaski rd',b'',b'2653830'
121,0.9819346070573783,99,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - FSS of Lawndale,3210 W Arthington St ,,8677370,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'childserv - fss of lawndale',b'3210 w arthington st',b'',b'8677370'
121,0.9819346070573783,100,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - FSS of Lawndale,3210 W Arthington St ,,8677370,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'childserv - fss of lawndale',b'3210 w arthington st',b'',b'8677370'
122,0.9275277651783448,101,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services - Midway Children's Center (Chicago Lawn),3215 W 63rd St ,,8842350,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b""metropolitan family services - midway children's center (chicago lawn)""",b'3215 w 63rd st',b'60629',b'8842350'
126,0.912363051005189,102,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Centro Nuestro / CYC,3222 W Division Ave ,,4893157,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'chicago youth centers - centro nuestro / cyc',b'3222 w division',b'60651',b'4893157'
123,0.940406472431624,103,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services - North Children's Center,3249 N Central Ave ,,3713700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b""metropolitan family services - north children's center""",b'3249 n central ave',b'60634',b'3713700'
128,0.9819346070573783,104,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christoper House - Logan Square,3255 W Altgeld St ,,2354073,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'christopher house - christoper house - logan square',b'3255 w altgeld st',b'',b'2354073'
130,0.9819346070573783,105,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Professional Playhouse,338 E 103rd ,,5680728,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'chicago state university - professional playhouse',b'338 e 103rd',b'',b'5680728'
130,0.9819346070573783,106,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Professional Playhouse,338 E 103rd ,,5680728,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'chicago state university - professional playhouse',b'338 e 103rd',b'',b'5680728'
131,0.9599962291903508,107,CPS_Early_Childhood_Portal_scrape.csv, Albany Park Community Center - Albany Park Day Care - Ainslie,3401 W Ainslie St ,,5395907,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'albany park community center - albany park day care - ainslie',b'3401 w ainslie st',b'60625',b'5395907'
133,0.9819346070573783,108,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Flamboyan,3401 W McLean Ave ,,2763423,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'st. augustine college - st. augustine - flamboyan',b'3401 w mclean ave',b'',b'2763423'
135,0.8001949780384003,109,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - ABC,3415 W 13th Pl ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'chicago youth centers - abc',b'3415 w 13th pl',b'60623',b'7625655'
135,0.8001949780384003,110,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - ABC,3415 W 13th Pl ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'chicago youth centers - abc',b'3415 w 13th pl',b'60623',b'7625655'
136,0.9238520301094354,111,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'ymca of metropolitan chicago - north lawndale ymca',b'3449 w arthington st',b'60624',b'6380773'
136,0.9238520301094354,112,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'ymca of metropolitan chicago - north lawndale ymca',b'3449 w arthington st',b'60624',b'6380773'
138,0.8767889971748082,113,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Teddy Bear 2 Columbus,3473 W Columbus ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'el valor teddy bear 2',b'3473 w columbus',b'60652',b'4342327'
139,0.9819346070573783,114,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Ida B. Wells Learning Center,3601 S Rhodes St ,,3733640,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'centers for new horizons - ida b. wells learning center',b'3601 s rhodes st',b'',b'3733640'
141,0.8319898061963129,115,CPS_Early_Childhood_Portal_scrape.csv, Firman Community Services - Firman House West,37 W 47th St ,,3733400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'firman community services',b'37 w 47th st',b'60609',b'3733400'
142,0.9645420820383893,116,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave ,,5228400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'carole robertson center for learning',b'3701 w ogden ave',b'60623',b'5228400'
142,0.9645420820383893,117,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave ,,5228400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'carole robertson center for learning',b'3701 w ogden ave',b'60623',b'5228400'
145,0.9819346070573783,118,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'ada s. mckinley community services - mckinley - st. thomas',b'3801 s wabash ave',b'',b'2850617'
146,0.930348281765124,119,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Edison L. Hoard Learning Center,3901 S State St ,,5362187,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'centers for new horizons - edison l. hoard learning center',b'3901 s state st',b'',b'5362187'
149,0.9465150232609412,120,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - It Takes a Village,4000 W Division St ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'easter seals society of metropolitan chicago - it takes a village',b'4000 w division st',b'',b''
150,0.9819346,121,CPS_Early_Childhood_Portal_scrape.csv, Grant Creative Learning Center - Grant Day Care Center,4025 S Drexel St ,,2858440,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'grant creative learning center - grant day care center',b'4025 s drexel st',b'',b'2858440'
151,0.9819346070573783,122,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - New Hope / Salvation Army,4255 W Division St ,,7224908,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'salvation army - new hope / salvation army',b'4255 w division st',b'',b'7224908'
154,0.8721068773425951,123,CPS_Early_Childhood_Portal_scrape.csv, Korean American Community Services - Korean American Community Services,4300 N California Ave ,,5838281,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'korean american community services - korean american community services',b'4300 n california',b'60618',b'5838281'
155,0.9465150232609412,124,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Effie Ellis,4301 S Cottage Grove Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'centers for new horizons - effie ellis',b'4301 s cottage grove ave',b'',b''
157,0.9819346070573783,125,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - Maggie Drummond Day Care,4301 S Wabash Ave ,,3738200,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'ada s. mckinley community services - maggie drummond day care',b'4301 s wabash ave',b'',b'3738200'
159,0.9602816713998755,126,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Lincoln - King,4314 S Cottage Grove Ave ,,7472310,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'abraham lincoln centre - lincoln - king',b'4314 s cottage grove ave',b'60653',b'7472310'
161,0.9742570732144891,127,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Leclaire-Ryder Day Care / Hull House,4410 S Laporte Ave ,,7675170,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'hull house association - leclaire-ryder day care / hull house',b'4410 s laporte ave',b'60638',b'7675170'
162,0.9819346,128,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Kiddy Kare Learning Ctr,4444 S Kedzie Ave ,,2476642,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'el valor - kiddy kare learning ctr',b'4444 s kedzie ave',b'',b'2476642'
163,0.980061870651192,129,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Uptown West / Hull House,4520 N Beacon St ,,5613500,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'hull house association - uptown west / hull house',b'4520 n beacon st',b'60640',b'5613500'
165,0.9819346070573783,130,CPS_Early_Childhood_Portal_scrape.csv, St. Paul Church of God - Chaney Ford Child Care Center,4526 S Wabash Ave ,,2858721,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'st. paul church of god - chaney ford child care center',b'4526 s wabash ave',b'',b'2858721'
166,0.8302218310087306,131,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Roseland / CYC,461 E 111th St ,,4684405,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'chicago youth centers - roseland / cyc',b'461 e 111th st',b'60627',b'4684405'
166,0.8302218310087306,132,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Roseland / CYC,461 E 111th St ,,4684405,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'chicago youth centers - roseland / cyc',b'461 e 111th st',b'60627',b'4684405'
167,0.9416511305752192,133,CPS_Early_Childhood_Portal_scrape.csv, Home of Life Community Dev. Corp. - Home of Life Just For You,4647 W Washington Blvd ,,6268655,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'home of life community dev. corp. - home of life just for you',b'4647 w washington',b'60644',b'6268655'
168,0.933977682090358,134,CPS_Early_Childhood_Portal_scrape.csv, Home of Life Community Dev. Corp. - Home of Life Community Development,4650 W Madison St ,,6268655,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'home of life community dev. corp. - home of life community development',b'4650 w madison st',b'60644',b'6268655'
171,0.9819346070573783,135,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Uptown,4701 N Winthrop Ave ,,7694540,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'christopher house - christopher house - uptown',b'4701 n winthrop ave',b'',b'7694540'
175,0.9801969666208948,136,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Lincoln Square / Hull House,4754 N Leavitt St ,,8788651,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'hull house association - lincoln square / hull house',b'4754 n leavitt st',b'60625',b'8788651'
177,0.9774298932436826,137,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Joseph,4800 S Paulina St ,,9272524,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'catholic charities of the archdiocese of chicago - st. joseph',b'4800 s paulina st',b'60609',b'9272524'
179,0.9819346070573783,138,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Winthrop Children's Center / LSSI,4848 N Winthrop Ave ,,8783210,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b""lutheran social services of illinois - winthrop children's center / lssi""",b'4848 n winthrop ave',b'',b'8783210'
182,0.9819346070573783,139,CPS_Early_Childhood_Portal_scrape.csv, Firman Community Services - Firman House East,4910 S Dr. Martin Luther King Dr ,,3732083,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'firman community services - firman house east',b'4910 s dr. martin luther king dr',b'',b'3732083'
185,0.7899409664212009,140,CPS_Early_Childhood_Portal_scrape.csv, Healing Temple - Healing Temple,4941 W Chicago Ave ,,2876964,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'healing temple - healing temple',b'4941 w chicago',b'60651',b'2876964'
186,0.8969109700112269,141,CPS_Early_Childhood_Portal_scrape.csv, Appeal for Charities and Goodwill - Appeal for Charities,50 W 71st St ,,6515400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'appeal for charities and goodwill - appeal for charities',b'50 w 71st st',b'60621',b'6515400'
187,0.9819346070573783,142,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Columbus Park / Salvation Army,500 S Central Ave ,,9214162,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'salvation army - columbus park / salvation army',b'500 s central ave',b'',b'9214162'
190,0.977243351709312,143,CPS_Early_Childhood_Portal_scrape.csv," Douglass-Tubman Youth Ministries,Inc. - Douglass-Tubman Child Development Center",5010 W Chicago Ave ,,6266581,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'douglass-tubman youth ministries,inc. - douglass-tubman child development center'",b'5010 w chicago ave',b'60651',b'6266581'
191,0.9819346,144,CPS_Early_Childhood_Portal_scrape.csv, Wayman Day Care Center - Wayman Day Care,511 W Elm St ,,9432120,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'wayman day care center - wayman day care',b'511 w elm st',b'',b'9432120'
192,0.9192489448525709,145,CPS_Early_Childhood_Portal_scrape.csv, Albany Park Community Center - Albany Park Head Start Center-Kimball,5121 N Kimball Ave ,,5095657,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'albany park community center - albany park head start center-kimball',b'5121 n kimball ave',b'60625',b'5095657'
193,0.8196301168318202,146,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Teddy Bear 5 Pulaski,5160 S Pulaski RD ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'el valor teddy bear 5',b'5160 s pulaski rd',b'60632',b'2847030'
195,0.9377030268400527,147,CPS_Early_Childhood_Portal_scrape.csv, Trinity United Church of Christ - Trinity United,532 W 95th St ,,4883511,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'trinity united church of christ - trinity united',b'532 w 95th st',b'',b'4883511'
197,0.977284414234347,148,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Grace Mission,5332 S Western Ave ,,4761990,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'catholic charities of the archdiocese of chicago - grace mission',b'5332 s western ave',b'60609',b'4761990'
199,0.9819346070573783,149,CPS_Early_Childhood_Portal_scrape.csv, Firman Community Services - Firman House South,5401 S Wentworth Ave ,,4513400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'firman community services - firman house south',b'5401 s wentworth ave',b'',b'4513400'
200,0.9465150232609412,150,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Belmont-Cragin,5423 W Diversey ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'onward neighborhood house - belmont-cragin',b'5423 w diversey',b'',b''
203,0.8530996530609056,151,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Tiny Town for Tots,5654 W Division St ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'onward neighborhood house - tiny town for tots',b'5654 w division st',b'60651',b'6260048'
204,0.9819346070573783,152,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - St. John Greater Holy Temple,5701 W Midway Park ,,9480094,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'marcy newberry association - st. john greater holy temple',b'5701 w midway park',b'',b'9480094'
206,0.73598516,153,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - Blanca Alatorre,5738 S KENNETH AVE ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'el hogar del nino/cuidar - blanca alatorre',b'5738 s kenneth ave',b'60623',b'5812872'
207,0.9819346070573783,154,CPS_Early_Childhood_Portal_scrape.csv," Trinity Resources Unlimited, Inc. - Hope for Youth",5900 W Iowa St ,,6260323,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'trinity resources unlimited, inc. - hope for youth'",b'5900 w iowa st',b'',b'6260323'
209,0.9056356797100902,155,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Learners,5923 W 63rd St ,,5815541,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'el valor - little learners',b'5923 w 63rd street',b'60638',b'5815541'
210,0.8434723220820096,156,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Onward Neighborhood House,600 N Leavitt St ,,6666726,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'onward neighborhood house',b'600 n leavitt st',b'60612',b'6666726'
211,0.9465150232609412,157,CPS_Early_Childhood_Portal_scrape.csv," Heartland Alliance for Human Needs & Rights - Heartland Human Care Services, Inc",615 W Wellington Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,"b'heartland alliance for human needs & rights - heartland human care services, inc'",b'615 w wellington ave',b'',b''
